,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_condition_subj.519,-0.10797019497326929,0.085917002194106015,-0.28203214540589983,-0.16501734389241796,-0.10456721876535779,-0.047052228481720179,0.049815035693512505,0.0012831295286750701
v_condition_subj.521,-0.055717906710735607,0.069673494017293253,-0.19752324490558618,-0.10190186660787617,-0.05474324045686866,-0.0071851625752518411,0.075227263149233392,0.00083840400058866405
v_condition_subj.522,0.077457457181931491,0.058898809969496209,-0.037334609029754662,0.03771664611666517,0.077099538757954902,0.11595618624285531,0.19431664302171972,0.00051470787756272257
v_condition_subj.523,0.015785701521439585,0.070891784387791382,-0.1294776910201392,-0.031254228508841436,0.017274944936462977,0.06304833440796645,0.1536127569806231,0.00065872108765454359
v_condition_subj.524,0.073262220357529745,0.061374220046472569,-0.045999116400711498,0.031646647250705734,0.073610232239466736,0.11429334586448085,0.19613569288329502,0.00061099572682566348
v_condition_subj.525,0.14915523630476238,0.063554324698999048,0.028502249175158395,0.10583651316247085,0.14793248618140392,0.19172116501354391,0.27512713426327279,0.0007570210277154832
v_condition_subj.526,0.028417790979406138,0.074558554887544162,-0.12163450392021652,-0.020390431717820096,0.029988708683487589,0.077739904656866948,0.17292918011448269,0.00073431950071715208
v_condition_subj.527,0.049855217976945913,0.066729177153816405,-0.081566628270628189,0.0048094844751612187,0.04951916343156032,0.094323832964697749,0.18112442027440717,0.00056727248804326906
v_condition_subj.528,0.035118668712752169,0.068183022931390627,-0.098452629984846829,-0.011122036214800492,0.035737705690546157,0.081053558710306048,0.16639392555573224,0.00058921167638361803
v_condition_subj.530,0.15228032939758537,0.081111610317119623,0.00033946143120658356,0.096733221787950296,0.14995506407527581,0.20447409782578246,0.31942157398109777,0.0010655633733518263
v_condition_subj.531,0.017699176583982165,0.061569645625489354,-0.10528988439221448,-0.022606114479414005,0.01838961305852882,0.059107733254404542,0.13757547216419483,0.00060978722616533308
v_condition_subj.533,0.042552631096191715,0.073196133282936809,-0.10283702335429974,-0.0059624670540546626,0.043164038810874786,0.090925107516140094,0.18654434725733415,0.00068232727945587547
v_condition_subj.534,0.03383312023070946,0.074940447887620568,-0.11402684037183439,-0.015473271415200218,0.033588612397361994,0.083712499617529024,0.17970491726006899,0.00067577052487874617
v_condition_subj.535,-0.0065489995746617641,0.06737783334775424,-0.14157084192924507,-0.051379016704699645,-0.0057990248386988463,0.039756462148995197,0.12152619078597773,0.00078299980669989649
v_condition_subj.536,0.056913586691163323,0.073976242490933139,-0.090034148576881134,0.0078284646704178812,0.056368583810058687,0.10437029563375907,0.20540523696148436,0.00065351411791132307
v_condition_subj.537,0.070238729311458012,0.062841850611866021,-0.053005439750448427,0.028510741137536669,0.069405067108401816,0.11192625242831096,0.19524656737380552,0.00055252574967059687
v_condition_subj.538,0.081822378137703086,0.072850163939598978,-0.059081914081521567,0.033581460953148998,0.081657092154016953,0.12988617559214921,0.22662263426170834,0.00075772044434310726
v_condition_subj.539,0.10418792049419412,0.074301857880355718,-0.03774205317908487,0.054361116719478811,0.10202941306632457,0.15306531062488585,0.25326726482765038,0.000772882626445495
v_condition_subj.541,0.056462420605358658,0.067880458256499729,-0.075980634963500646,0.011404077481663485,0.055713099028434229,0.10114227985963825,0.19116153640372685,0.00067983188561282449
v_condition_subj.542,0.14375829667667903,0.069046693824688671,0.015533861412223161,0.096531490205025314,0.14157361059421214,0.18825985189207933,0.28488501209062855,0.00073653178266780558
z_Intercept,0.029258162863892771,0.0065509503006877176,0.017299175352481783,0.023652927929169905,0.029002930674221303,0.033577685269838793,0.043303157751356972,0.00061512996643080296
z_Intercept_std,0.040548167860520033,0.032755436947842095,0.0003952665505941449,0.014383882534978468,0.033014635420633279,0.060440466651576902,0.11902626786731331,0.0021665335026994715
z_Intercept_subj.501,0.029176753848009693,0.0066904134528617074,0.017199794032050401,0.023645642496690628,0.028837513466991878,0.033586639656535529,0.04352433233844117,0.00061235216433102593
z_Intercept_subj.502,0.029203194478181364,0.0066978874648114146,0.017013380363848488,0.023652411921066475,0.028813635854973308,0.03359774769457783,0.043489503587687807,0.0006122985430227503
z_Intercept_subj.503,0.029275454576753703,0.0067490271493942343,0.017074654574939514,0.023655957168362312,0.028928591411686137,0.033695171058393182,0.043681160660414151,0.00061687171928098163
